%=============================================================================
% Daniel J. Greenhoe 
% Sunspot eigen synthesis vector data using 105 coefficients
% File suitable for use with LaTeX PStricks
% For an example, see "sunspots_eigen_syn.tex"
% This file auto-generated using "sunspots.R" --- hand-editing not recommended
% Total RMS synthesis error using 105 coefficients =   0.49901885
%=============================================================================
[
  (1854.62300000,  44.53770069)
  (1854.70700000,  41.25823433)
  (1854.79000000,  36.78829808)
  (1854.87400000,  31.75767907)
  (1854.95800000,  26.74631291)
  (1855.04200000,  22.30203290)
  (1855.12300000,  18.81065775)
  (1855.20400000,  16.35978449)
  (1855.28800000,  14.76194687)
  (1855.37100000,  13.64769332)
  (1855.45500000,  12.36982681)
  (1855.53800000,  10.45916227)
  (1855.62300000,   7.72008458)
  (1855.70700000,   4.38552999)
  (1855.79000000,   0.99907478)
  (1855.87400000,  -1.77573480)
  (1855.95800000,  -3.47156195)
  (1856.04200000,  -3.78169953)
  (1856.12400000,  -2.79181160)
  (1856.20600000,  -0.76699362)
  (1856.29000000,   1.67055926)
  (1856.37300000,   3.84124082)
  (1856.45600000,   5.46021892)
  (1856.54000000,   6.34253700)
  (1856.62400000,   6.57525837)
  (1856.70800000,   6.68067802)
  (1856.79100000,   7.07347629)
  (1856.87400000,   8.10462125)
  (1856.95800000,  10.18070895)
  (1857.04200000,  13.26082161)
  (1857.12300000,  17.13490934)
  (1857.20400000,  21.38257652)
  (1857.28800000,  25.67943693)
  (1857.37100000,  29.62365716)
  (1857.45500000,  33.16658336)
  (1857.53800000,  36.60238915)
  (1857.62300000,  40.31745363)
  (1857.70700000,  44.76935783)
  (1857.79000000,  50.31231579)
  (1857.87400000,  57.01936864)
  (1857.95800000,  64.70039591)
  (1858.04200000,  72.84285202)
  (1858.12300000,  80.83260104)
  (1858.20400000,  88.23868141)
  (1858.28800000,  94.96079312)
  (1858.37100000, 101.04680079)
  (1858.45500000, 106.69905808)
  (1858.53800000, 112.52455653)
  (1858.62300000, 118.95687538)
  (1858.70700000, 126.13102156)
  (1858.79000000, 134.04747988)
  (1858.87400000, 142.36943303)
  (1858.95800000, 150.51757850)
  (1859.04200000, 157.85803293)
  (1859.12300000, 164.06400300)
  (1859.20400000, 169.02585011)
  (1859.28800000, 172.93668680)
  (1859.37100000, 176.07904318)
  (1859.45500000, 178.89104482)
  (1859.53800000, 181.76295016)
  (1859.62300000, 184.97415290)
  (1859.70700000, 188.35581971)
  (1859.79000000, 191.55263534)
  (1859.87400000, 194.20882965)
  (1859.95800000, 196.07041949)
  (1860.04200000, 196.88957231)
  (1860.12400000, 196.74710116)
  (1860.20600000, 196.00185830)
  (1860.29000000, 194.86486531)
  (1860.37300000, 193.62095223)
  (1860.45600000, 192.47122514)
  (1860.54000000, 191.24121205)
  (1860.62400000, 189.63617242)
  (1860.70800000, 187.40651961)
  (1860.79100000, 184.29172922)
  (1860.87400000, 180.30581502)
  (1860.95800000, 175.74579484)
  (1861.04200000, 170.92502085)
  (1861.12300000, 166.34380881)
  (1861.20400000, 162.43951503)
  (1861.28800000, 159.39216677)
  (1861.37100000, 156.99409696)
  (1861.45500000, 154.87745772)
  (1861.53800000, 152.44878270)
  (1861.62300000, 149.28346299)
  (1861.70700000, 145.08927123)
  (1861.79000000, 139.81092440)
  (1861.87400000, 133.81633146)
  (1861.95800000, 127.78402556)
  (1862.04200000, 122.54189613)
  (1862.12300000, 118.59735122)
  (1862.20400000, 116.15072926)
  (1862.28800000, 115.10181167)
  (1862.37100000, 114.83770280)
  (1862.45500000, 114.55719907)
  (1862.53800000, 113.49117732)
  (1862.62300000, 111.19322496)
  (1862.70700000, 107.50454724)
  (1862.79000000, 102.87120249)
  (1862.87400000,  98.01417299)
  (1862.95800000,  93.70219377)
  (1863.04200000,  90.61015899)
  (1863.12300000,  89.10942468)
  (1863.20400000,  89.10823171)
  (1863.28800000,  90.28877431)
  (1863.37100000,  91.98196564)
  (1863.45500000,  93.46848449)
  (1863.53800000,  94.28258536)
  (1863.62300000,  94.27077287)
  (1863.70700000,  93.39501727)
  (1863.79000000,  91.92967508)
  (1863.87400000,  90.42409381)
  (1863.95800000,  89.21224033)
  (1864.04200000,  88.41491781)
  (1864.12400000,  87.96683030)
  (1864.20600000,  87.77544329)
  (1864.29000000,  87.61919626)
  (1864.37300000,  87.26621330)
  (1864.45600000,  86.58345310)
  (1864.54000000,  85.52883175)
  (1864.62400000,  84.27365056)
  (1864.70800000,  82.91532436)
  (1864.79100000,  81.54871354)
  (1864.87400000,  79.98178914)
  (1864.95800000,  78.10252198)
  (1865.04200000,  75.60428113)
  (1865.12300000,  72.26959542)
  (1865.20400000,  68.15661718)
  (1865.28800000,  63.55598263)
  (1865.37100000,  58.84356425)
  (1865.45500000,  54.60244431)
  (1865.53800000,  51.38689112)
  (1865.62300000,  49.49820585)
  (1865.70700000,  48.82003872)
  (1865.79000000,  48.91079617)
  (1865.87400000,  48.98250870)
  (1865.95800000,  48.33984081)
  (1866.04200000,  46.36855527)
  (1866.12300000,  42.78116065)
  (1866.20400000,  37.82849099)
  (1866.28800000,  32.14833589)
  (1866.37100000,  26.53758295)
  (1866.45500000,  21.82904383)
  (1866.53800000,  18.67232452)
  (1866.62300000,  17.20452396)
  (1866.70700000,  17.07175723)
  (1866.79000000,  17.53267843)
  (1866.87400000,  17.72910864)
  (1866.95800000,  17.02827574)
  (1867.04200000,  15.00895274)
  (1867.12300000,  11.79471421)
  (1867.20400000,   7.83340938)
  (1867.28800000,   4.01268615)
  (1867.37100000,   1.28410531)
  (1867.45500000,   0.24563316)
  (1867.53800000,   1.19728911)
  (1867.62300000,   3.97310684)
  (1867.70700000,   8.13767799)
  (1867.79000000,  13.07496534)
  (1867.87400000,  18.24877221)
  (1867.95800000,  23.28416754)
  (1868.04200000,  28.09175820)
  (1868.12400000,  32.80228833)
  (1868.20600000,  37.63858777)
  (1868.29000000,  42.92736754)
  (1868.37300000,  48.78428155)
  (1868.45600000,  55.14569206)
  (1868.54000000,  61.80890866)
  (1868.62400000,  68.64141650)
  (1868.70800000,  75.41463862)
  (1868.79100000,  81.92568583)
  (1868.87400000,  88.19009083)
  (1868.95800000,  94.53074141)
  (1869.04200000, 101.18185378)
  (1869.12300000, 108.19298897)
  (1869.20400000, 115.57255694)
  (1869.28800000, 123.20841727)
  (1869.37100000, 130.68165691)
  (1869.45500000, 137.81228912)
  (1869.53800000, 144.25563857)
  (1869.62300000, 149.93658843)
  (1869.70700000, 155.07671838)
  (1869.79000000, 160.07985413)
  (1869.87400000, 165.54027204)
  (1869.95800000, 172.05320135)
  (1870.04200000, 179.81760203)
  (1870.12300000, 188.51021889)
  (1870.20400000, 197.75200679)
  (1870.28800000, 206.73851187)
  (1870.37100000, 214.63279801)
  (1870.45500000, 220.76186604)
  (1870.53800000, 224.93128751)
  (1870.62300000, 227.33120377)
  (1870.70700000, 228.44931059)
  (1870.79000000, 228.96250976)
  (1870.87400000, 229.41608752)
  (1870.95800000, 230.09165398)
  (1871.04200000, 231.00636263)
  (1871.12300000, 231.78752640)
  (1871.20400000, 231.79097259)
  (1871.28800000, 230.48854728)
  (1871.37100000, 227.60657423)
  (1871.45500000, 223.06342388)
  (1871.53800000, 217.11340198)
  (1871.62300000, 210.47592394)
  (1871.70700000, 203.82450231)
  (1871.79000000, 197.75221999)
  (1871.87400000, 192.62508840)
  (1871.95800000, 188.40257872)
  (1872.04200000, 184.75310102)
  (1872.12400000, 181.26594638)
  (1872.20600000, 177.53810018)
  (1872.29000000, 173.28639035)
  (1872.37300000, 168.59719747)
  (1872.45600000, 163.74615119)
  (1872.54000000, 159.09340307)
  (1872.62400000, 155.16319114)
  (1872.70800000, 152.20859161)
  (1872.79100000, 150.04683612)
  (1872.87400000, 148.27832962)
  (1872.95800000, 146.46443622)
  (1873.04200000, 143.97997420)
  (1873.12300000, 140.38049633)
  (1873.20400000, 135.62891372)
  (1873.28800000, 130.01999945)
  (1873.37100000, 124.02084170)
  (1873.45500000, 118.22875280)
  (1873.53800000, 113.05505396)
  (1873.62300000, 108.65312739)
  (1873.70700000, 104.92546611)
  (1873.79000000, 101.47833734)
  (1873.87400000,  97.81541402)
  (1873.95800000,  93.60902018)
  (1874.04200000,  88.80321820)
  (1874.12300000,  83.46841720)
  (1874.20400000,  77.91451463)
  (1874.28800000,  72.74934106)
  (1874.37100000,  68.40886236)
  (1874.45500000,  65.05049118)
  (1874.53800000,  62.64532917)
  (1874.62300000,  60.91760519)
  (1874.70700000,  59.43128174)
  (1874.79000000,  57.77380832)
  (1874.87400000,  55.60769021)
  (1874.95800000,  52.77657641)
  (1875.04200000,  49.48788141)
  (1875.12300000,  46.00833827)
  (1875.20400000,  42.70805190)
  (1875.28800000,  39.88835104)
  (1875.37100000,  37.51731437)
  (1875.45500000,  35.28576860)
  (1875.53800000,  32.83012505)
  (1875.62300000,  29.93960604)
  (1875.70700000,  26.38331833)
  (1875.79000000,  22.18478005)
  (1875.87400000,  17.72823982)
  (1875.95800000,  13.53704960)
  (1876.04200000,  10.22701805)
  (1876.12400000,   8.30437391)
  (1876.20600000,   7.77931206)
  (1876.29000000,   8.48455795)
  (1876.37300000,   9.94468607)
  (1876.45600000,  11.48608184)
  (1876.54000000,  12.35956744)
  (1876.62400000,  12.29705564)
  (1876.70800000,  11.38499960)
  (1876.79100000,   9.98500931)
  (1876.87400000,   8.80230827)
  (1876.95800000,   8.51093834)
  (1877.04200000,   9.60720220)
  (1877.12300000,  12.10562779)
  (1877.20400000,  15.64048907)
  (1877.28800000,  19.50727875)
  (1877.37100000,  22.78538985)
  (1877.45500000,  24.62691995)
  (1877.53800000,  24.62805157)
  (1877.62300000,  22.67452272)
  (1877.70700000,  19.32147442)
  (1877.79000000,  15.26248435)
  (1877.87400000,  11.20859650)
  (1877.95800000,   7.84962047)
  (1878.04200000,   5.69925627)
  (1878.12300000,   4.60657982)
  (1878.20400000,   4.14191839)
  (1878.28800000,   3.87114054)
  (1878.37100000,   3.31346282)
  (1878.45500000,   2.22965464)
  (1878.53800000,   0.74462861)
  (1878.62300000,  -0.91126192)
  (1878.70700000,  -2.34712638)
  (1878.79000000,  -3.20796376)
  (1878.87400000,  -3.37154198)
  (1878.95800000,  -2.83568749)
  (1879.04200000,  -1.57180690)
  (1879.12300000,   0.06496447)
  (1879.20400000,   1.85243327)
  (1879.28800000,   3.77707261)
  (1879.37100000,   5.92831259)
  (1879.45500000,   8.53925448)
  (1879.53800000,  11.65970334)
  (1879.62300000,  15.44749018)
  (1879.70700000,  19.75452982)
  (1879.79000000,  24.19562258)
  (1879.87400000,  28.35917834)
  (1879.95800000,  31.89008232)
  (1880.04200000,  34.51473210)
  (1880.12400000,  36.17639345)
  (1880.20600000,  37.15842079)
  (1880.29000000,  38.00791328)
  (1880.37300000,  39.50736022)
