%=============================================================================
% Daniel J. Greenhoe 
% Sunspot monthly mean data file suitable for use with LaTeX PStricks
% For an example, see "sunspots.tex"
% This file auto-generated with "sunspots.R"
% using data from "../data/silso_SN_m_tot_V2.0_20210524.csv"
% Hand-editing not recommended
%=============================================================================
[
  (1749.04200000,  96.70000000)
  (1749.12300000, 104.30000000)
  (1749.20400000, 116.70000000)
  (1749.28800000,  92.80000000)
  (1749.37100000, 141.70000000)
  (1749.45500000, 139.20000000)
  (1749.53800000, 158.00000000)
  (1749.62300000, 110.50000000)
  (1749.70700000, 126.50000000)
  (1749.79000000, 125.80000000)
  (1749.87400000, 264.30000000)
  (1749.95800000, 142.00000000)
  (1750.04200000, 122.20000000)
  (1750.12300000, 126.50000000)
  (1750.20400000, 148.70000000)
  (1750.28800000, 147.20000000)
  (1750.37100000, 150.00000000)
  (1750.45500000, 166.70000000)
  (1750.53800000, 142.30000000)
  (1750.62300000, 171.70000000)
  (1750.70700000, 152.00000000)
  (1750.79000000, 109.50000000)
  (1750.87400000, 105.50000000)
  (1750.95800000, 125.70000000)
  (1751.04200000, 116.70000000)
  (1751.12300000,  72.50000000)
  (1751.20400000,  75.50000000)
  (1751.28800000,  94.00000000)
  (1751.37100000, 101.20000000)
  (1751.45500000,  84.50000000)
  (1751.53800000, 110.50000000)
  (1751.62300000,  99.70000000)
  (1751.70700000,  39.20000000)
  (1751.79000000,  38.70000000)
  (1751.87400000,  47.50000000)
  (1751.95800000,  73.30000000)
  (1752.04200000,  58.30000000)
  (1752.12400000,  83.30000000)
  (1752.20600000, 118.30000000)
  (1752.29000000,  98.80000000)
  (1752.37300000,  99.50000000)
  (1752.45600000,  66.00000000)
  (1752.54000000, 130.70000000)
  (1752.62400000,  48.80000000)
  (1752.70800000,  45.20000000)
  (1752.79100000,  77.70000000)
  (1752.87400000,  62.70000000)
  (1752.95800000,  66.70000000)
  (1753.04200000,  73.30000000)
  (1753.12300000,  53.30000000)
  (1753.20400000,  76.20000000)
  (1753.28800000,  63.30000000)
  (1753.37100000,  60.00000000)
  (1753.45500000,  52.80000000)
  (1753.53800000,  36.70000000)
  (1753.62300000,  65.00000000)
  (1753.70700000,  46.70000000)
  (1753.79000000,  41.70000000)
  (1753.87400000,  33.30000000)
  (1753.95800000,  11.20000000)
  (1754.04200000,   0.00000000)
  (1754.12300000,   5.00000000)
  (1754.20400000,   2.80000000)
  (1754.28800000,  22.80000000)
  (1754.37100000,  34.50000000)
  (1754.45500000,  44.50000000)
  (1754.53800000,  31.30000000)
  (1754.62300000,  20.50000000)
  (1754.70700000,  13.70000000)
  (1754.79000000,  40.20000000)
  (1754.87400000,  22.00000000)
  (1754.95800000,   7.00000000)
  (1755.04200000,  17.00000000)
  (1755.12300000,  18.70000000)
  (1755.20400000,  11.30000000)
  (1755.28800000,  10.80000000)
  (1755.37100000,   0.00000000)
  (1755.45500000,   0.00000000)
  (1755.53800000,  14.30000000)
  (1755.62300000,   5.30000000)
  (1755.70700000,  29.70000000)
  (1755.79000000,  39.50000000)
  (1755.87400000,  11.30000000)
  (1755.95800000,  33.30000000)
  (1756.04200000,  20.80000000)
  (1756.12400000,  11.80000000)
  (1756.20600000,   9.00000000)
  (1756.29000000,  15.70000000)
  (1756.37300000,  20.80000000)
  (1756.45600000,  21.50000000)
  (1756.54000000,   6.00000000)
  (1756.62400000,  10.70000000)
  (1756.70800000,  19.70000000)
  (1756.79100000,  23.80000000)
  (1756.87400000,  28.30000000)
  (1756.95800000,  15.70000000)
  (1757.04200000,  23.50000000)
  (1757.12300000,  35.30000000)
  (1757.20400000,  43.70000000)
  (1757.28800000,  50.00000000)
  (1757.37100000,  63.50000000)
  (1757.45500000,  21.30000000)
  (1757.53800000,  41.70000000)
  (1757.62300000,  85.50000000)
  (1757.70700000,  66.20000000)
  (1757.79000000,  54.20000000)
  (1757.87400000, 107.80000000)
  (1757.95800000,  55.80000000)
  (1758.04200000,  62.70000000)
  (1758.12300000,  86.70000000)
  (1758.20400000,  81.70000000)
  (1758.28800000, 120.50000000)
  (1758.37100000,  77.30000000)
  (1758.45500000,  75.00000000)
  (1758.53800000,  73.30000000)
  (1758.62300000,  64.50000000)
  (1758.70700000, 104.20000000)
  (1758.79000000,  62.80000000)
  (1758.87400000,  71.70000000)
  (1758.95800000,  71.70000000)
  (1759.04200000,  80.50000000)
  (1759.12300000,  73.30000000)
  (1759.20400000,  78.00000000)
  (1759.28800000,  78.30000000)
  (1759.37100000,  81.70000000)
  (1759.45500000,  83.30000000)
  (1759.53800000,  85.00000000)
  (1759.62300000, 118.80000000)
  (1759.70700000, 128.70000000)
  (1759.79000000,  99.50000000)
  (1759.87400000,  77.20000000)
  (1759.95800000,  95.00000000)
  (1760.04200000, 112.20000000)
  (1760.12400000,  99.20000000)
  (1760.20600000, 124.50000000)
  (1760.29000000,  97.20000000)
  (1760.37300000, 120.00000000)
  (1760.45600000,  80.50000000)
  (1760.54000000, 110.00000000)
  (1760.62400000, 126.00000000)
  (1760.70800000, 102.20000000)
  (1760.79100000,  84.30000000)
  (1760.87400000,  99.50000000)
  (1760.95800000, 101.70000000)
  (1761.04200000, 116.70000000)
  (1761.12300000, 151.70000000)
  (1761.20400000, 134.50000000)
  (1761.28800000, 119.50000000)
  (1761.37100000, 178.70000000)
  (1761.45500000, 165.50000000)
  (1761.53800000, 156.80000000)
  (1761.62300000, 151.80000000)
  (1761.70700000, 167.80000000)
  (1761.79000000, 147.80000000)
  (1761.87400000, 149.50000000)
  (1761.95800000,  76.70000000)
